Timestamp,FromAccount,ToAccount,Amount Received,Receiving Currency,Amount Paid,Payment Currency,suspected_money_laundering_involvement
10-09-2022 4.07,800081970,8047C49C0,138861.35,Rupee,138861.35,Rupee,
10-09-2022 4.13,800081970,8047C49C0,256661.3,Rupee,256661.3,Rupee,
10-09-2022 4.14,100428780,8049B1870,90925.66,Rupee,90925.66,Rupee,
10-09-2022 4.10,100428780,8049B1870,84507.87,Rupee,84507.87,Rupee,
10-09-2022 4.16,100428780,804A30C60,12423.59,Rupee,12423.59,Rupee,
10-09-2022 4.25,100428780,804A30C60,13633.92,Rupee,13633.92,Rupee,
10-09-2022 4.15,80499FEA0,804A473B0,19655.32,Rupee,19655.32,Rupee,
10-09-2022 4.21,80007EA70,804ADCFA0,9033316.15,Rupee,9033316.15,Rupee,
10-09-2022 4.26,80007EA70,804ADCFA0,1759111.52,Rupee,1759111.52,Rupee,
10-09-2022 4.28,80007EA70,804ADCFA0,618878.25,Rupee,618878.25,Rupee,
10-09-2022 4.12,8049D67A0,804AE08B0,29816.58,Rupee,29816.58,Rupee,
10-09-2022 4.22,8049D67A0,804AE08B0,3230.07,Rupee,3230.07,Rupee,
10-09-2022 4.03,800084C40,804B11F50,992689.35,Rupee,992689.35,Rupee,
10-09-2022 4.23,804ADD790,804B8E580,288682.21,Rupee,288682.21,Rupee,
10-09-2022 4.26,8049F5B40,804A30000,30341.22,Rupee,30341.22,Rupee,
10-09-2022 4.22,8049F5B40,804A30000,28456.81,Rupee,28456.81,Rupee,
10-09-2022 4.19,8047ACE00,804BCBE20,475566.7,Rupee,475566.7,Rupee,
10-09-2022 4.17,8047ACE00,804BCBE20,231725.97,Rupee,231725.97,Rupee,
10-09-2022 4.01,804B63450,804C08600,3797434.71,Rupee,3797434.71,Rupee,
10-09-2022 4.00,804B63450,804C08600,212806.1,Rupee,212806.1,Rupee,
10-09-2022 4.19,804B63450,804C08600,3104381.95,Rupee,3104381.95,Rupee,
10-09-2022 4.29,804B63450,804C08600,598420.45,Rupee,598420.45,Rupee,
10-09-2022 4.00,804C1ACF0,804C65150,432.72,Rupee,432.72,Rupee,
10-09-2022 4.26,804C1ACF0,804C65150,1245.4,Rupee,1245.4,Rupee,
10-09-2022 4.14,804B1D700,804C68690,1912.25,Rupee,1912.25,Rupee,
10-09-2022 4.12,804A82B20,804CA7450,52938.57,Rupee,52938.57,Rupee,
10-09-2022 4.06,804A82B20,804CA7450,19528.89,Rupee,19528.89,Rupee,
10-09-2022 4.06,804B911E0,804CA9590,2407.15,Rupee,2407.15,Rupee,
10-09-2022 4.11,804B911E0,804CA9590,2.75,Rupee,2.75,Rupee,
10-09-2022 4.26,804B32520,804D8B500,11729.9,Rupee,11729.9,Rupee,
10-09-2022 4.22,804B32520,804D8B500,28215.57,Rupee,28215.57,Rupee,
10-09-2022 4.24,8049EAC60,804D98EA0,27575.33,Rupee,27575.33,Rupee,
10-09-2022 4.26,8049EAC60,804D98EA0,224110.48,Rupee,224110.48,Rupee,
10-09-2022 4.13,804B9C790,804DFD540,96377.65,Rupee,96377.65,Rupee,
10-09-2022 4.00,804B9C790,804DFD540,39688.2,Rupee,39688.2,Rupee,
10-09-2022 4.02,804B9C790,804DFD540,32046.25,Rupee,32046.25,Rupee,
10-09-2022 4.12,804C0A570,804E04780,408812.16,Rupee,408812.16,Rupee,
10-09-2022 4.18,804C0A570,804E04780,1242963.25,Rupee,1242963.25,Rupee,
10-09-2022 4.02,804B1C680,804F33A50,3652.31,Rupee,3652.31,Rupee,
10-09-2022 4.03,804B1C680,804F33A50,9493.31,Rupee,9493.31,Rupee,
10-09-2022 4.07,8047DC190,8047DC190,93486.89,Rupee,8525.38,Yuan,
10-09-2022 4.07,8047DC190,804F9A800,93486.89,Rupee,93486.89,Rupee,
10-09-2022 4.27,8047DC190,8047DC190,53999.27,Rupee,4924.37,Yuan,
10-09-2022 4.27,8047DC190,804F9A800,53999.27,Rupee,53999.27,Rupee,
10-09-2022 4.02,804CEB440,804BC4A80,27108.78,Rupee,27108.78,Rupee,
10-09-2022 4.19,804CEB440,804BC4A80,23490.05,Rupee,23490.05,Rupee,
10-09-2022 4.17,804CEB440,804BC4A80,1539.46,Rupee,1539.46,Rupee,
10-09-2022 4.02,804FD5530,8050E7250,163402.8,Rupee,163402.8,Rupee,
10-09-2022 4.04,804ADF990,805344B00,4620.94,Rupee,4620.94,Rupee,
10-09-2022 4.25,804FE1880,805365F50,244915.28,Rupee,244915.28,Rupee,
10-09-2022 4.26,804FE1880,805365F50,191037.02,Rupee,191037.02,Rupee,
10-09-2022 4.23,8053CBC70,8053D4E10,6401260.99,Rupee,6401260.99,Rupee,
10-09-2022 4.29,8053CBC70,8053D4E10,7471335.08,Rupee,7471335.08,Rupee,
10-09-2022 4.05,8053CBC70,8053D4E10,429614.04,Rupee,429614.04,Rupee,
10-09-2022 4.27,100428780,805442A30,112207.95,Rupee,112207.95,Rupee,
10-09-2022 4.23,100428780,805442A30,11759.46,Rupee,11759.46,Rupee,
10-09-2022 4.21,805380430,8054F10D0,134862.97,Rupee,134862.97,Rupee,
10-09-2022 4.11,805380430,8054F10D0,81806.73,Rupee,81806.73,Rupee,
10-09-2022 4.23,804A19150,80550D180,834784.97,Rupee,834784.97,Rupee,
10-09-2022 4.03,804A19150,80550D180,479481.54,Rupee,479481.54,Rupee,
10-09-2022 4.20,100428780,805534DE0,31373.51,Rupee,31373.51,Rupee,
10-09-2022 4.07,100428780,805534DE0,8218.9,Rupee,8218.9,Rupee,
10-09-2022 4.09,100428780,805534DE0,6279.58,Rupee,6279.58,Rupee,
10-09-2022 4.01,804D44BB0,805606010,300846.4,Rupee,300846.4,Rupee,
10-09-2022 4.03,804D44BB0,805606010,80780.5,Rupee,80780.5,Rupee,
10-09-2022 4.01,804EFD4C0,805692110,633829.43,Rupee,633829.43,Rupee,
10-09-2022 4.02,804EFD4C0,805692110,912883.98,Rupee,912883.98,Rupee,
10-09-2022 4.28,804EFD4C0,805692110,418216.05,Rupee,418216.05,Rupee,
10-09-2022 4.26,804D44380,80573E230,18229.28,Rupee,18229.28,Rupee,
10-09-2022 4.26,804D44380,80573E230,3573.2,Rupee,3573.2,Rupee,
10-09-2022 4.19,804C08F20,805781290,969475.65,Rupee,969475.65,Rupee,
10-09-2022 4.23,804C08F20,805781290,368712.33,Rupee,368712.33,Rupee,
10-09-2022 4.17,804C08F20,805781290,182201.66,Rupee,182201.66,Rupee,
10-09-2022 4.29,804C08F20,805781290,302786.37,Rupee,302786.37,Rupee,
10-09-2022 4.16,804C08F20,805781290,156948.95,Rupee,156948.95,Rupee,
10-09-2022 4.08,804A14730,80584C180,6048.01,Rupee,6048.01,Rupee,
10-09-2022 4.02,804A14730,80584C180,5315.79,Rupee,5315.79,Rupee,
10-09-2022 4.01,80569BA30,80587BD70,376143.78,Rupee,376143.78,Rupee,
10-09-2022 4.16,100428780,8058A1D60,773548.33,Rupee,773548.33,Rupee,
10-09-2022 4.21,100428780,8058A1D60,1475028.03,Rupee,1475028.03,Rupee,
10-09-2022 4.13,100428780,8058A1D60,4234299.87,Rupee,4234299.87,Rupee,
10-09-2022 4.25,805778CA0,8058BA130,79612.59,Rupee,79612.59,Rupee,
10-09-2022 4.17,805778CA0,8058BA130,17570.94,Rupee,17570.94,Rupee,
10-09-2022 4.22,804F379B0,8058F3220,993304.76,Rupee,993304.76,Rupee,
10-09-2022 4.27,804B28480,805900520,35021742.61,Rupee,35021742.61,Rupee,
10-09-2022 4.17,804B28480,805900520,893629.11,Rupee,893629.11,Rupee,
10-09-2022 4.14,804B28480,805900520,49206217.43,Rupee,49206217.43,Rupee,
10-09-2022 4.28,804A80340,805A27E10,49972.04,Rupee,49972.04,Rupee,
10-09-2022 4.01,804A80340,805A27E10,79722.75,Rupee,79722.75,Rupee,
10-09-2022 4.22,804A80340,805A27E10,6822.28,Rupee,6822.28,Rupee,
10-09-2022 4.19,80542D060,805C1CD50,132060.79,Rupee,132060.79,Rupee,
10-09-2022 4.03,80542D060,805C1CD50,68256.73,Rupee,68256.73,Rupee,
10-09-2022 4.26,8055EB390,805C52E80,92438.8,Rupee,92438.8,Rupee,
10-09-2022 4.04,8055EB390,805C52E80,724.53,Rupee,724.53,Rupee,
10-09-2022 4.14,8055EB390,805C52E80,1350.27,Rupee,1350.27,Rupee,
10-09-2022 4.06,804C70C30,805D95780,41808.53,Rupee,41808.53,Rupee,
10-09-2022 4.22,804C70C30,805D95780,38678.86,Rupee,38678.86,Rupee,
10-09-2022 4.08,800AD8AC0,800AD8AC0,5400614.2,Rupee,62753.72,Euro,
10-09-2022 4.08,800AD8AC0,805DA1570,5400614.2,Rupee,5400614.2,Rupee,
10-09-2022 4.03,800AD8AC0,800AD8AC0,1949736.49,Rupee,22655.43,Euro,
10-09-2022 4.03,800AD8AC0,805DA1570,1949736.49,Rupee,1949736.49,Rupee,
10-09-2022 4.26,804FBD060,805E54410,322149.32,Rupee,322149.32,Rupee,
10-09-2022 4.27,80599B5A0,805E8FE40,10385.92,Rupee,10385.92,Rupee,
10-09-2022 4.22,80599B5A0,805E8FE40,3789.34,Rupee,3789.34,Rupee,
10-09-2022 4.22,80599B5A0,805E8FE40,1229.53,Rupee,1229.53,Rupee,
10-09-2022 4.21,805E38820,805EAD530,83285.26,Rupee,83285.26,Rupee,
10-09-2022 4.29,805E38820,805EAD530,94883.29,Rupee,94883.29,Rupee,
10-09-2022 4.14,100428780,805F862C0,44080.68,Rupee,44080.68,Rupee,
10-09-2022 4.20,100428780,805F862C0,7388.1,Rupee,7388.1,Rupee,
10-09-2022 4.15,100428780,805F862C0,413.29,Rupee,413.29,Rupee,
10-09-2022 4.05,100428780,80DC554F0,98838.63,Rupee,98838.63,Rupee,
10-09-2022 4.27,100428780,80DC554F0,134771.21,Rupee,134771.21,Rupee,
10-09-2022 4.22,804F9F9C0,8122A0E20,227924.49,Rupee,227924.49,Rupee,
10-09-2022 4.28,804F9F9C0,8122A0E20,149161.9,Rupee,149161.9,Rupee,
10-09-2022 4.05,8000907E0,80609D8B0,58203.33,Ruble,58203.33,Ruble,
10-09-2022 4.23,8000907E0,80609D8B0,13638.71,Ruble,13638.71,Ruble,
